,user_id,anime_id,rating,watching_status,watched_episodes
34236543,111034,39565,6,2,1
34771260,112828,14227,7,2,13
5905154,19381,3782,9,2,1
41891007,135780,889,6,2,12
100852505,325791,431,8,2,1
17284602,56070,10686,10,2,1
44983818,145973,36108,5,2,12
94652273,305823,3256,8,2,12
54987251,178413,32182,9,2,12
56927148,184701,4654,7,2,24
37109890,120557,14227,6,2,13
67104549,217187,37349,7,2,12
17205009,55793,37735,1,2,1
76604367,248185,355,8,2,24
60887977,197286,10155,5,4,3
3422721,11369,31181,8,2,12
49003409,158980,896,6,2,1
41584175,134817,37349,7,2,12
84000053,271742,4654,8,2,24
95035945,307166,34541,10,2,1
50679590,164334,18671,6,2,12
106105099,343065,725,7,2,1
5115233,16849,10408,10,2,1
42728728,138542,28825,7,2,12
105973650,342613,25157,6,2,12
92134290,297627,31181,6,2,12
64593636,209105,23273,9,2,22
93097533,300753,18671,7,2,12
43891017,142382,11979,10,2,1
74449056,241048,32615,8,2,12
53791116,174401,33489,9,2,25
39513959,128351,8247,7,2,1
49123112,159337,31636,5,4,4
23505598,76096,35251,5,1,4
80115540,259526,1535,5,4,21
43513504,141148,1535,10,2,37
78781761,255110,512,10,2,1
37458677,121717,16157,7,2,12
25017574,81168,15227,8,2,1
74159416,240080,39587,6,2,13
84195226,272413,7768,4,3,1
96415134,311583,15197,6,2,1
9265363,30273,20673,8,2,1
59025718,191279,8525,9,2,12
17368655,56340,25681,10,2,12
28389141,92018,9465,8,2,1
40924840,132709,33926,9,2,12
10700992,34834,20,9,2,220
28276852,91640,31405,5,2,12
57770427,187349,2673,7,2,1
41789567,135470,2403,7,2,12
23628600,76524,14227,5,2,13
22182092,71774,14713,8,2,13
9741822,31756,30,8,2,26
37885523,123000,38992,8,2,12
24664938,79989,10408,10,2,1
1115861,3787,249,7,2,167
102034616,329701,37999,8,2,12
76850743,248960,8888,7,2,1
83447019,270101,527,7,2,276
53565839,173716,9014,5,2,2
18581216,60176,3782,6,2,1
90335413,291932,2167,10,2,23
59823568,193881,896,7,2,1
62923331,203892,10711,7,2,12
57050032,185100,9253,7,2,24
80193067,259761,7711,8,2,1
54527861,176855,15197,9,2,1
30132119,97681,11887,8,2,13
38253655,124234,8246,7,2,1
64179498,207883,460,8,2,1
70908403,229509,17549,8,2,12
94300755,304735,6547,10,2,13
23773950,77032,20,7,2,220
104394606,337439,180,7,2,13
66341929,214716,1575,9,2,25
28049333,90853,12679,8,2,13
94636926,305773,33836,6,2,12
69552970,224894,6288,5,2,1
30577298,99081,25157,8,2,12
58827522,190668,22,6,2,178
28029946,90781,2034,7,2,24
25097661,81450,1,7,2,26
63463320,205655,11979,8,2,1
57629907,186956,30,9,2,26
44666914,144959,7711,9,2,1
107209743,346821,5460,8,2,0
41291920,133864,10793,6,2,22
87249513,282083,28221,7,2,12
61786013,200147,15335,5,2,1
98870610,319471,12413,9,2,12
76929080,249220,31181,9,2,12
29836341,96662,10408,8,2,1
15614026,50681,1575,10,2,25
18759487,60701,166,8,2,26
40096421,130201,9000,7,2,1
6558786,21484,1535,9,2,37
13810287,44881,1575,9,2,25
44896320,145710,3269,7,2,1
108914033,352389,28623,8,3,9
29578273,95841,1859,5,2,1
77395414,250702,32615,7,2,12
50430687,163497,14353,10,2,1
33009297,107014,2994,8,2,2
70636395,228561,25157,6,4,1
87747054,283692,30,7,2,26
79850190,258643,10408,7,2,1
108001027,349441,355,5,2,24
100705869,325392,15335,7,2,1
17130872,55543,9834,6,2,13
90287223,291770,6547,10,2,13
60644902,196548,31163,9,2,12
18821333,60891,19191,8,2,1
107830129,348900,23281,6,2,11
75035074,242944,33926,9,2,12
98627123,318691,39565,6,2,1
44059976,142972,34498,3,2,1
79688093,258117,37349,9,2,12
87501426,282946,21855,8,2,5
81235902,263062,32648,5,4,3
74976544,242760,18671,9,2,12
3896646,12884,1535,8,2,37
51990498,168655,2167,8,2,23
74346492,240702,8768,10,2,1
101326380,327336,464,7,2,1
39261952,127513,11979,10,2,1
101574660,328148,101,8,2,13
66652130,215686,37999,9,2,12
54027143,175159,23273,9,2,22
5560871,18260,4896,9,2,26
9817783,31984,37349,8,2,12
108084921,349713,2899,7,2,1
24805380,80479,530,7,1,35
91828607,296658,36286,7,2,1
72353290,234203,16918,8,2,11
66882720,216441,1,10,2,26
102467301,331116,13601,8,2,22
66451618,215082,5630,8,2,11
34605867,112277,1033,8,2,1
32003895,103792,512,8,2,1
58046965,188256,37105,8,2,12
89441344,289085,29513,7,2,1
106229608,343496,1363,8,2,1
69337292,224241,21273,7,2,12
84587377,273677,2963,8,2,13
72380550,234286,180,4,4,0
31876031,103345,10793,10,2,22
74151668,240061,31043,8,2,12
19986806,64576,4795,7,2,1
77917095,252242,33489,8,2,0
65983765,213571,5597,9,6,13
5686523,18656,31964,8,2,13
106824321,345534,5597,7,2,13
99908675,322803,34962,7,2,1
77471478,250952,33010,5,2,6
21913976,70922,17549,8,2,12
24627677,79869,31964,9,2,13
98532587,318401,2994,7,4,2
98761629,319113,11771,9,2,25
39591510,128647,11887,7,3,6
47449822,154030,1575,7,2,25
47701827,154876,13601,7,4,0
72865298,235804,644,7,2,2
51901133,168344,967,7,2,109
85445397,276393,25879,8,2,13
104474778,337651,20723,6,2,2
62709883,203179,1710,9,6,43
59588494,193078,12967,8,2,12
102473070,331139,28121,9,2,13
86020029,278128,14713,10,2,13
60935043,197445,530,10,2,46
16959556,54932,16353,8,3,5
47307186,153558,2890,7,2,1
27206995,88179,2961,6,2,1
5669564,18599,6288,9,2,1
91143836,294520,15197,7,2,1
36422460,118291,20,7,2,220
51304286,166276,1,5,4,2
23718896,76816,249,7,3,100
98038126,316722,11771,8,2,25
43133410,139880,467,8,2,26
59919462,194192,25045,6,2,13
31795556,103105,20811,5,2,1
25924932,84092,25879,8,2,13
71067421,230005,31043,7,2,12
11759880,38235,1177,9,2,4
16847943,54542,2471,7,2,1787
105714201,341719,14247,5,2,1
93801716,303077,16732,8,2,12
12483864,40583,39610,7,2,1
93180144,301037,527,4,4,40
21074274,68203,14353,4,2,1
89327578,288691,8888,8,2,1
89209324,288252,23273,9,2,22
106054859,342890,55,4,4,14
83462562,270150,28623,6,1,10
23138447,74887,36934,7,2,52
65056746,210548,10406,1,2,1
38630538,125485,2116,8,2,128
94810003,306368,25879,8,2,13
43341655,140587,14289,7,2,13
72421873,234428,9253,10,2,24
51439054,166751,40028,8,1,13
46531257,150982,1092,7,2,1
68132501,220445,8339,10,2,1
100389039,324298,30346,10,2,1
66579146,215495,6864,8,2,2
30424891,98592,8129,9,2,11
7095947,23274,1575,9,2,25
86894971,280964,37520,7,2,24
42901931,139136,30585,5,2,1
59269999,192103,2508,6,2,12
13896593,45158,6547,9,2,13
57259498,185757,10408,8,2,1
15959099,51851,10521,8,2,13
2993908,10116,28669,8,2,50
2988355,10092,527,6,2,276
32610932,105818,31043,8,2,12
20762621,67222,37520,7,2,24
76008080,246144,2393,5,2,1
39102010,126968,28825,7,2,12
58907197,190903,861,8,2,24
36074509,117120,32182,7,2,12
340681,1060,80,8,2,43
42580200,138065,1,6,2,26
105617651,341479,1033,9,2,1
91995340,297163,9253,8,2,24
104322732,337199,513,7,2,1
48675176,157929,10624,6,2,1
41938339,135919,28121,9,2,13
59063351,191420,12117,10,2,1
46279595,150159,28623,5,2,12
35258465,114428,2508,8,2,12
66136422,214089,16157,8,2,12
41926593,135890,2199,4,2,1
71695252,231986,80,1,6,0
34153807,110797,1575,9,2,25
22947451,74222,3782,8,2,1
101097105,326613,1002,8,2,6
5585378,18345,25015,8,2,1
107693079,348413,17549,9,2,12
36274735,117795,38408,10,2,25
32393162,105119,1995,4,2,1
61560576,199368,31964,7,2,13
37689937,122384,4896,7,2,26
37075705,120431,37430,9,2,24
15168196,49262,39587,10,2,13
54668458,177331,17549,8,2,12
19576471,63283,22961,9,2,1
1374109,4769,31043,8,2,12
30486697,98784,6637,8,2,1
23888548,77419,16049,9,2,24
27442695,88940,38408,9,2,25
41196829,133577,16918,10,2,11
35509578,115231,8129,7,2,11
101133595,326731,2167,10,2,23
15306654,49679,1575,8,2,25
25146086,81601,38481,9,2,25
79979708,259086,14227,8,2,13
90081763,291131,6634,8,2,12
41062125,133153,3898,7,2,1
102468987,331122,10408,4,2,1
47325334,153618,3503,5,2,12
53489671,173489,2144,7,2,1
38077182,123626,1575,8,2,25
106692351,345104,12117,8,2,1
62421501,202233,5205,10,2,1
100705584,325391,527,10,2,276
100547915,324836,30346,10,2,1
55522406,180218,19163,9,2,10
12569652,40866,28891,9,2,25
48730094,158106,35251,7,2,12
58755317,190399,20,7,2,220
10201548,33248,13601,9,2,22
44458366,144245,1887,10,2,24
62177268,201441,1887,9,2,24
81002982,262300,20,6,2,220
69659144,225255,10624,7,2,1
5764257,18924,31964,9,2,13
40037769,130077,5597,7,2,13
48797226,158326,20509,8,2,10
92501786,298762,9926,10,2,12
26788791,86835,1535,8,2,37
49341837,160027,1535,10,2,37
73675844,238517,31043,9,2,12
89017441,287602,431,7,2,1
44338900,143874,36992,10,2,2
33406049,108215,35851,9,2,1
72045964,233186,30,5,2,26
95340335,308120,28623,4,2,12
21145422,68423,440,8,2,39
104683463,338344,1535,9,2,37
42446383,137594,10793,8,2,22
94203346,304416,25157,6,2,12
11670055,37973,5630,8,2,11
91523966,295736,30,5,2,26
45954298,149021,2034,7,2,24
100175781,323647,16904,10,2,1
55938600,181559,12115,8,2,1
74809961,242199,32491,6,2,4
55076117,178696,32182,8,2,12
15222474,49421,12137,9,2,1
69944705,226325,3782,7,2,1
59581089,193050,467,9,2,26
36649022,118980,20,7,3,105
83718478,270964,20,10,2,220
37472397,121762,191,9,2,1
64395948,208476,512,7,2,1
16317505,52948,39587,9,2,13
83609415,270615,431,10,2,1
50636551,164189,338,9,2,40
25966206,84200,31588,5,2,25
16422715,53278,13601,10,2,22
18003898,58327,3782,7,2,1
65063456,210566,37999,8,2,12
34221832,110981,2167,6,2,23
77807753,251904,23273,9,2,22
44323444,143829,1535,9,2,37
52228270,169431,25429,5,4,3
50806480,164696,30,6,2,26
100954771,326129,34299,8,2,1
60139432,194891,33489,6,2,25
62529024,202596,6547,3,2,13
65605267,212328,3087,10,2,1
98061496,316796,20,7,2,220
47528637,154311,28121,6,2,13
2221704,7473,21273,7,2,12
38162131,123931,19685,5,2,13
64142938,207776,1367,9,2,1
20837873,67467,10620,4,2,26
44627390,144841,31588,9,3,1
28229536,91463,759,7,2,1
41892943,135784,10793,6,2,22
97856239,316187,20,7,2,220
18611004,60270,22763,7,2,1
65990665,213591,17777,7,2,12
11663756,37950,1575,9,2,25
79315603,256847,766,10,2,1
62828008,203540,34096,8,2,12
64175074,207869,14353,8,2,1
31627828,102574,30,9,2,26
67950694,219825,413,1,2,1
92056801,297389,12115,10,2,1
33307613,107883,22433,8,2,12
83794752,271143,759,10,2,1
56216531,182374,449,3,2,1
43817764,142136,23273,8,2,22
8219593,26817,31988,9,2,13
103867095,335763,13601,9,2,22
60778548,196944,29941,5,2,11
104195839,336829,1575,9,2,25
32920916,106762,15335,10,2,1
39265639,127526,759,7,2,1
29572377,95830,2561,5,2,52
76289816,247126,37779,9,2,12
17834335,57856,17187,7,2,1
81065850,262497,13171,8,2,1
13532391,43983,9465,7,2,1
70348908,227679,6467,8,2,1
103112303,333225,6547,7,2,13
16522808,53533,3256,7,3,2
20281215,65540,31043,10,2,12
89956740,290695,10620,10,2,26
99759391,322291,8247,8,2,1
50928618,165123,4654,7,2,24
97004719,313424,512,8,2,1
98582513,318564,481,8,2,224
97486137,315034,1,7,2,26
83273981,269571,23281,8,2,11
30843783,99954,6535,6,2,1
60031166,194564,15911,7,2,12
36641779,118959,32182,7,2,12
67060884,217053,14289,8,2,13
99178027,320486,14741,7,2,12
51018328,165379,10620,8,2,26
50756337,164533,31757,10,2,1
22928999,74171,6895,7,2,12
78348651,253624,31964,9,6,0
11649705,37911,12565,6,2,1
71023283,229881,8246,8,2,1
18008339,58342,431,10,2,1
8852327,28911,13601,8,2,22
69941105,226308,431,8,2,1
105582078,341381,513,10,2,1
61580377,199441,11887,9,2,13
68246079,220799,9253,10,2,24
10478894,34140,1433,8,2,1
20347463,65790,1535,9,2,37
34247849,111074,28121,3,4,3
65171934,210941,20,6,2,160
42464907,137662,31680,4,2,10
105862643,342221,2891,8,2,1
52004822,168695,464,6,2,1
14349188,46581,8525,7,2,12
28748321,93154,28825,7,2,12
95376176,308237,13055,7,2,2
22515813,72891,33926,8,1,4
7623914,24980,14741,8,2,12
63637290,206201,31043,9,2,12
14305305,46438,481,9,2,224
25060464,81317,1575,9,2,25
97722119,315772,23281,9,2,11
56973521,184851,18671,8,2,12
30216430,97931,38408,10,2,25
96001028,310250,7222,7,2,1
16343950,53029,12711,8,2,13
41088502,133241,249,7,2,167
81291677,263247,527,4,2,276
32140200,104258,20583,10,2,25
28406785,92088,1887,7,2,24
51297797,166257,37105,9,2,12
35777029,116135,41168,8,2,1
17652126,57246,25045,7,2,13
76410637,247541,899,10,2,1
28781155,93241,597,6,2,1
51270563,166174,530,8,2,46
103967467,336122,32615,8,2,12
48668850,157912,8464,4,2,1
48533218,157458,437,9,2,1
38336915,124532,31680,7,2,10
102682975,331899,644,8,2,2
2102061,7092,460,8,2,1
64452877,208668,50,8,2,24
29193215,94599,37520,9,2,24
54452562,176596,28121,9,2,13
20975151,67943,8134,7,2,1
57411271,186268,243,7,2,13
81700237,264498,101,10,2,13
74360854,240760,18671,10,2,12
30131500,97679,20,9,2,220
66872712,216407,807,7,2,1
22526900,72934,5228,7,2,1
49844137,161656,6211,10,2,11
46973188,152426,42897,8,1,9
33411346,108238,32182,9,2,12
23655003,76599,114,8,2,26
47567867,154439,31043,9,2,12
37590277,122095,355,7,2,24
29196568,94618,19163,9,2,10
15720516,50999,101,7,2,13
48423884,157131,31964,7,2,13
36747102,119326,17549,9,2,12
94632982,305753,11887,6,2,13
42045663,136274,14353,8,2,1
387814,1246,14741,8,2,12
70479686,228090,11981,9,2,1
98076006,316823,16904,6,2,1
96404993,311557,3782,9,2,1
75772173,245355,1575,8,2,25
89733799,290052,2454,7,2,1
23180295,74995,369,10,2,12
104418509,337505,20,8,2,220
24653225,79962,32182,7,2,12
83122557,269098,109,7,2,24
6098547,20020,21273,8,2,12
85670,297,25835,9,2,24
64923148,210161,37779,9,2,12
50453867,163570,37999,5,4,2
2543162,8519,37430,8,2,24
29649674,96097,11771,7,2,25
104555079,337922,14289,9,2,13
57151636,185398,14289,5,2,13
41224025,133657,512,8,2,1
97442487,314880,28891,10,2,25
17432920,56577,10620,9,2,26
86718674,280358,17641,9,2,1
13399203,43517,527,7,4,0
1117925,3800,20583,9,2,25
17094008,55432,28121,8,2,13
52846547,171434,513,9,2,1
98462610,318149,10711,6,2,12
1910215,6510,512,8,2,1
96561630,312001,2167,7,4,1
85213014,275639,9465,7,2,1
41139450,133405,1575,8,2,25
18440196,59755,37430,7,2,24
29515076,95630,1887,10,2,24
34548857,112074,23273,8,2,22
6311764,20739,33489,6,2,25
106265711,343618,395,7,2,13
64478154,208746,249,6,2,167
22661122,73353,30,9,2,26
59228307,191969,20583,9,2,25
44347905,143899,16918,8,2,11
89175286,288145,27989,8,2,13
68066110,220209,10793,6,2,22
43082434,139703,5205,7,2,1
45891977,148808,37105,8,2,12
97379351,314671,506,7,2,23
21745249,70383,2890,7,2,1
52235526,169457,41168,7,2,1
75649284,244948,1292,8,2,5
72265045,233874,1575,10,2,25
26266833,85174,20583,8,2,25
46895653,152140,14741,8,2,12
102351791,330720,431,8,2,1
42439163,137564,1535,10,2,37
56084942,182011,12413,8,2,12
107696403,348428,14227,7,2,13
77967597,252396,2167,8,2,23
19946679,64411,36999,10,2,1
39032429,126778,30,10,2,4
99569547,321705,906,7,2,1
65485824,211924,17641,7,2,1
102167967,330141,37430,8,2,24
92475779,298681,1535,9,2,37
75843057,245599,11887,7,2,13
59768577,193709,5310,7,2,1
33037631,107068,28825,7,2,12
61817055,200255,249,8,2,167
85736767,277272,9056,4,2,1
4586727,15124,38004,6,2,12
83621341,270659,5205,9,2,1
60408213,195744,8247,8,2,1
95556882,308834,8525,8,2,12
35698560,115861,2167,10,2,23
6047660,19842,357,7,2,4
19434326,62846,1995,5,2,1
87701755,283559,1055,2,2,6
85230025,275699,30,9,2,26
74938331,242625,19163,7,2,10
33646837,109054,474,8,2,4
6801187,22299,384,8,2,13
30101670,97583,1575,10,2,25
24406779,79150,25681,9,2,12
18629694,60323,14227,10,2,13
79969909,259058,31043,8,2,12
2513733,8436,9253,9,2,24
29948370,97066,14227,9,2,13
102499984,331244,37520,6,2,24
55758423,181006,39587,9,2,13
68948868,223027,836,4,4,2
99336440,321010,5597,6,2,13
40210582,130540,129,8,2,50
5464241,17932,10155,8,2,13
104983432,339318,527,5,2,276
7476305,24526,896,7,2,1
79893679,258807,20,7,2,220
91387798,295266,1299,7,4,1
80610077,261011,1575,8,2,25
63979365,207221,15911,9,2,12
75646715,244936,13171,4,2,1
30586636,99109,34299,7,2,1
20809336,67385,30,10,1,11
106245522,343546,2144,10,2,1
41823051,135574,28825,7,2,12
71535846,231486,14353,8,2,1
50027922,162274,250,7,2,150
56018220,181793,31964,8,2,13
86683315,280251,16049,7,2,24
33321037,107925,1535,9,2,37
45758815,148374,30419,5,6,0
34761742,112791,23281,8,1,0
98178757,317147,408,6,2,1
38145111,123861,4654,7,2,24
33590912,108879,14227,10,6,0
26019259,84368,8133,9,2,1
52474078,170182,265,9,2,1
90655195,292888,1090,8,2,1
82166611,266014,10620,9,2,26
1954586,6633,14289,8,2,13
62729015,203223,10521,6,2,13
94161346,304290,35608,10,2,1
93540116,302244,355,8,2,24
23820433,77183,1361,6,2,1
34623216,112346,597,7,2,1
48907984,158663,30446,7,2,1
80442210,260486,23673,8,3,11
8405223,27441,1535,9,2,37
62116248,201234,527,4,4,82
40848988,132474,2811,7,2,1
75187980,243445,1121,8,2,1
84805781,274423,37055,8,2,1
98328512,317668,1887,7,2,24
101280971,327196,1575,8,2,25
26709101,86549,11981,10,2,1
17028025,55158,39587,8,1,11
58905335,190896,6637,9,2,1
63491596,205738,15335,9,2,1
18185357,58879,6547,7,2,13
81288058,263236,384,7,2,13
19834112,64054,14353,7,2,1
14878219,48308,14741,4,4,3
66188618,214252,4320,7,2,1
24797033,80453,31043,8,2,12
79420830,257193,37779,9,2,12
55322389,179525,6624,8,2,1
49153443,159421,31580,7,2,13
48528994,157448,10620,8,2,26
74583615,241511,7768,7,2,12
75704027,245131,6547,6,2,13
93528717,302202,11771,8,2,25
69944641,226325,1575,5,2,25
19169422,61987,1245,6,2,1
70036885,226646,14741,8,2,12
91199672,294692,11979,9,2,1
12976132,42196,1575,10,2,25
88514687,286068,527,3,4,20
56547645,183394,8525,7,2,12
73274997,237193,33926,9,2,12
86563086,279836,16049,7,2,24
52705891,170987,37430,9,2,24
57611665,186903,97,8,2,26
53676466,174032,25681,10,2,12
85612193,276899,33489,8,2,25
17388734,56419,20,10,2,220
91471879,295547,32615,7,2,12
5573827,18301,32615,5,2,12
81822958,264884,31689,4,2,1
1143498,3898,30,10,2,26
18794534,60819,21855,9,2,5
43253128,140298,2167,5,2,23
17557977,56978,21273,6,2,12
15788894,51246,12711,7,2,13
98934516,319663,39587,8,2,13
97767946,315906,28623,8,2,12
102247390,330376,36873,4,2,10
75019265,242890,31964,6,2,13
82453261,267001,34541,7,2,1
29281756,94909,25519,9,2,12
102829447,332357,14289,7,2,13
103109901,333214,355,7,2,24
60783105,196962,20,7,2,220
93089863,300725,785,8,2,2
49927492,161938,28623,7,2,12
15237021,49467,1535,9,2,37
50345909,163249,2026,8,2,52
26119156,84715,14289,7,2,13
39560606,128535,1535,9,2,37
79982463,259097,902,5,2,1
58581909,189852,39587,9,2,13
77703762,251622,985,5,2,1
13729073,44622,1575,10,2,25
77937249,252299,4654,8,2,24
39634538,128758,355,7,4,5
65343327,211477,11887,7,2,13
30108936,97604,889,10,2,12
80930166,262056,985,10,2,1
70669198,228671,10620,4,2,26
97962323,316498,37520,8,2,24
15763942,51152,1292,7,2,5
106191470,343353,20583,8,2,25
65368059,211565,32182,10,2,12
24816163,80523,513,10,2,1
23645873,76571,4654,9,2,24
53348028,173011,9253,9,2,24
91626606,296048,35960,8,2,1
21732987,70347,37999,10,2,12
91153161,294556,4654,7,2,24
68399054,221337,12053,10,2,1
94950060,306857,512,10,2,1
31847991,103265,1535,10,2,37
42719746,138523,4162,7,2,1
96326774,311286,101,7,2,13
108978925,352623,1121,8,2,1
52652634,170800,5460,9,2,1
32777029,106329,1,1,2,26
99556654,321679,1002,8,2,6
22951648,74232,37430,8,2,24
84813120,274448,408,8,2,1
84264757,272651,37779,8,2,12
29261689,94831,1,10,2,26
14186936,46070,1575,10,2,25
45172764,146606,1535,9,2,37
51376545,166522,18831,4,2,1
42771083,138681,9253,10,2,24
57980781,188056,467,9,2,26
46407054,150588,895,6,2,1
61986351,200822,25429,6,2,10
87346017,282394,19163,7,2,10
89711133,289975,23281,7,2,11
15141347,49166,23281,7,2,11
74654951,241697,2403,3,2,12
68827309,222652,16049,8,2,24
47006680,152535,2144,8,2,1
39953459,129854,8768,8,2,1
7426866,24341,39619,8,2,1
36679967,119094,79,9,2,24
39666718,128857,32648,5,2,12
60934519,197442,1575,9,2,25
67729501,219158,8129,8,2,11
35120866,113961,28121,9,2,13
5957143,19552,1575,9,2,25
25660364,83223,449,8,2,1
34632734,112374,37430,8,2,24
27686735,89738,901,5,2,1
28073114,90931,10711,7,2,12
37353134,121395,10155,7,2,13
84130929,272185,5310,9,2,1
58610812,189942,31964,8,2,13
19309307,62408,31757,9,2,1
86067407,278257,28891,9,2,25
1963552,6684,2167,8,2,23
108711179,351708,2167,8,2,23
9209643,30080,37520,10,2,24
20356603,65806,8247,8,2,1
9586947,31273,58,7,2,26
43669368,141660,31043,5,2,12
92039427,297325,13601,10,2,22
10827555,35226,6774,10,1,5
26102656,84656,38408,8,2,25
85637311,276962,2034,9,2,24
52024617,168757,10155,9,2,13
13090603,42583,384,10,2,13
69752942,225636,1571,8,2,25
13898906,45166,30346,6,2,1
27359616,88666,1535,9,2,37
13601148,44203,11771,8,2,25
87639540,283354,10711,6,2,12
520414,1696,28891,10,2,25
75806523,245475,28825,6,2,12
8504885,27779,527,8,2,276
105053948,339553,8768,7,2,1
18640464,60356,10686,7,2,1
83202868,269343,37520,9,2,24
77058231,249634,18671,7,2,12
98938613,319685,37349,5,2,12
88816453,286976,2994,7,2,2
40370138,131005,1002,10,2,6
23570222,76324,906,8,2,1
25823539,83761,298,6,2,12
25341244,82209,11771,8,2,25
24287872,78759,20583,8,2,25
52240195,169472,2685,9,2,3
11289309,36747,31964,7,2,13
97780253,315942,145,7,2,26
59003092,191227,1047,7,2,1
30330140,98288,14289,9,2,13
70523730,228222,8888,5,2,1
81155120,262793,902,8,2,1
38279145,124338,9355,9,2,1
96076938,310476,13601,8,2,22
15804611,51310,37999,10,2,12
3138455,10514,20,9,2,220
67572064,218651,33010,7,2,6
60809869,197042,37430,7,2,24
95116653,307448,4150,7,2,1
23883678,77409,32182,9,2,12
106311755,343802,1177,5,2,4
75708149,245132,21855,8,2,5
98452237,318107,166,10,2,26
80516349,260714,23673,7,2,12
73654082,238426,1571,7,2,25
65047430,210513,10012,8,2,12
97655052,315598,13601,9,2,22
26950456,87347,1286,10,2,1
55048328,178601,10620,8,2,26
4218586,13909,12711,8,2,13
81733129,264599,460,7,2,1
78468738,254005,325,10,2,25
63670757,206312,166,8,2,26
11752475,38215,37779,9,2,12
93825117,303147,8129,7,2,11
95698507,309293,13601,9,2,22
78477926,254031,22547,2,2,13
31272245,101389,41168,7,2,1
102706453,331979,50,5,2,24
50562232,163942,6211,7,2,11
29617818,95984,20903,8,2,1
57787943,187403,79,10,2,24
48489195,157323,28121,7,2,13
91864069,296780,431,9,2,1
66942208,216654,36517,4,2,1
67464934,218316,512,8,2,1
70645166,228592,4654,7,2,24
80937099,262088,9253,7,1,12
85119221,275398,10711,8,2,12
68860844,222751,8888,8,2,1
71359799,230948,2471,9,3,0
51614404,167385,210,4,4,16
40810780,132353,36108,9,2,12
38818130,126092,1887,8,2,24
74052821,239763,36215,10,2,1
2553041,8554,1130,7,2,1
28509115,92451,29978,10,2,1
3177699,10653,41168,8,2,1
87125853,281665,889,8,2,12
99558960,321685,28121,8,2,13
17703466,57445,13601,10,2,22
91973754,297101,5310,8,2,1
86801665,280660,31043,9,2,12
97306386,314448,13863,6,2,1
99153088,320410,861,8,2,24
103531241,334644,1575,7,2,25
82862245,268298,513,7,2,1
2760445,9317,355,7,2,24
82584703,267463,29513,8,2,1
62978061,204060,1575,10,2,25
52181232,169290,28891,10,2,25
16133102,52384,79,8,2,24
46922622,152230,8888,8,2,1
88808970,286954,31988,8,2,13
13120430,42667,16606,1,2,1
16160058,52469,36259,10,4,1
99435578,321345,31964,8,2,13
5590409,18355,31163,9,2,12
103585629,334819,8525,9,2,12
9592689,31294,31043,7,2,12
49530548,160609,28121,7,2,13
80970509,262188,17549,6,2,12
92450223,298573,17549,8,2,12
49573137,160787,2199,9,2,1
70392675,227823,66,8,2,26
91663272,296163,512,8,2,1
80180698,259715,28623,10,2,12
83743827,271011,1002,9,2,6
69065939,223401,20,7,3,0
38647065,125524,1430,9,2,1
8051761,26293,28623,8,2,12
37512098,121861,10507,8,2,47
102061942,329781,357,2,4,4
56263967,182524,1575,9,2,25
32154066,104314,16157,7,1,2
81710969,264521,1535,6,2,37
18472582,59838,1,9,2,26
5485589,18015,37999,6,4,2
39090099,126942,21067,8,2,12
82062251,265688,31716,5,2,13
92036275,297312,8100,10,2,1
96422094,311603,13601,10,2,22
19525548,63106,14741,9,2,12
94893734,306655,101,8,2,13
99332650,320998,13411,7,2,1
12561498,40836,13667,8,2,1
88058478,284583,4654,7,2,24
58895742,190861,1535,8,2,37
108928738,352449,5630,6,2,11
41341470,134007,889,7,2,12
83194763,269321,13335,7,2,1
73035126,236403,18671,8,2,12
80812397,261694,21067,5,2,12
6480393,21227,889,8,2,12
66207409,214319,22961,7,2,1
66689499,215790,31580,8,2,13
72364096,234237,8525,6,2,12
89130600,287990,12679,10,2,13
98532534,318401,13601,4,2,22
19088054,61735,166,8,2,26
22023580,71290,756,2,2,1
6451576,21145,6547,9,2,13
99767466,322326,31964,8,2,13
77034252,249573,18671,8,2,12
46856054,152005,27989,8,2,13
42526037,137853,1951,6,2,3
51478361,166896,9253,10,2,24
81678738,264426,481,9,2,224
39903845,129682,2994,9,2,2
41354959,134065,3782,8,2,1
34584323,112198,10686,6,2,1
7577498,24833,6885,7,2,3
39882581,129605,431,10,2,1
5168917,16998,1361,5,2,1
74604147,241555,25835,10,2,24
60224703,195182,16049,8,2,24
14028096,45584,1575,10,2,25
48665124,157901,21855,8,2,5
33090569,107224,30,8,2,26
90682270,292975,6547,8,2,13
44527200,144483,6547,9,2,13
28362147,91927,384,7,2,13
78449017,253943,31043,7,2,12
33975166,110191,9253,8,2,24
76511017,247868,20,9,2,220
106281648,343691,22547,5,2,13
94840541,306463,2026,5,4,4
104919273,339087,19163,7,2,10
86593629,279955,1575,10,2,25
11677082,37997,25681,8,2,12
18776179,60764,5630,9,2,11
15663702,50816,6547,9,2,13
48411096,157095,2891,5,2,1
4697759,15520,6547,7,2,13
856697,2897,16918,8,2,11
32980949,106943,157,5,2,26
73396327,237576,9832,4,2,1
52749956,171103,5205,9,2,1
85226101,275687,30,8,2,26
94557699,305518,438,10,2,3
68996050,223185,28891,8,2,25
47119896,152883,38408,9,2,25
90404385,292144,15775,7,2,2
47320111,153601,10196,3,2,1
75797920,245434,20583,9,2,25
64349407,208343,36308,8,2,1
64652564,209316,6547,10,2,13
